ID_ATIV_ECON_ESTABELECIMENTO,ID_CDB,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA,GEOMETRIA,COORDS,COORD_GEO
70403,000,5611204.0,2012-10-01,NÃO,"RUA TALES, 30, NAZARE, BELO HORIZONTE, MG, BRASIL",JOSE EDUARDO AVELINO DA CRUZ 22274685649,ESTABELECIMENTO SEM NOME,POINT (615330.76 7804855.97),"(-19.8484659, -43.8976707)","(-19.8489622, -43.8985659)"
71002,000,5611204.0,2012-10-19,NÃO,"RUA BOLIVAR, 263, UNIAO, BELO HORIZONTE, MG, BRASIL",ROSILENE JULIA PINTO 88275671604,ESTABELECIMENTO SEM NOME,POINT (612647.43 7801405.54),"(-19.8795456, -43.9233861)","(-19.880294, -43.9239786)"
71012,000,5611204.0,2012-10-20,NÃO,"RUA DAS PERPETUAS, 135, LINDEIA, BELO HORIZONTE, MG, BRASIL",EDNEI GUERCY NESTOR 05773188619,ESTABELECIMENTO SEM NOME,POINT (599646.00 7791023.12),"(-19.9786436, -44.0485452)","(-19.9748115, -44.0475942)"
71019,000,5611201.0,2012-10-21,NÃO,"RUA JOSE AMERICO DE ALMEIDA, 411, CAMARGOS, BELO HORIZONTE, MG, BRASIL",CLODOALDO ANTONIO DE FARIA 48335711615,ESTABELECIMENTO SEM NOME,POINT (603182.50 7794699.82),"(-19.9429787, -44.0140797)","(-19.9414064, -44.0140029)"
71341,000,5611204.0,2012-10-31,NÃO,"RUA EDUARDO LEITE BACURI, 73, ALTA TENSAO I, BELO HORIZONTE, MG, BRASIL",WELLINGTON PEREIRA PORTO 07313165684,ESTABELECIMENTO SEM NOME,POINT (604890.23 7791358.12),"(nan, nan)","(-19.9715084, -43.9974952)"
71353,000,5611204.0,2012-11-01,NÃO,"RUA CECILIA PINTO, 173, SAO BERNARDO, BELO HORIZONTE, MG, BRASIL",CARLINDO AUGUSTO FERREIRA 90138740615,ESTABELECIMENTO SEM NOME,POINT (610485.20 7805138.38),"(nan, nan)","(-19.8466903, -43.9448529)"
70431,000,5611201.0,2012-10-02,NÃO,"AVENIDA PADRE JOSE MAURICIO, 723, VISTA ALEGRE, BELO HORIZONTE, MG, BRASIL",ADENICE APARECIDA DA SILVA 95701516687,ESTABELECIMENTO SEM NOME,POINT (605065.90 7793246.14),"(-19.9520894, -43.9926409)","(-19.9544401, -43.9959244)"
70439,000,5611201.0,2012-10-02,NÃO,"RUA CRACOVIA, 87, EUROPA, BELO HORIZONTE, MG, BRASIL",MARIA ALICE ALVES DE OLIVEIRA 27510034604,ESTABELECIMENTO SEM NOME,POINT (608145.66 7810443.50),"(-19.8001781, -43.9630991)","(-19.7988872, -43.9675027)"
71368,000,5611201.0,2012-11-02,NÃO,"RUA OITO, 63, VISTA DO SOL, BELO HORIZONTE, MG, BRASIL",NEUZA DOMINGOS DA CUNHA 85877735691,ESTABELECIMENTO SEM NOME,POINT (616200.58 7804916.36),"(-19.8483678, -43.89021)","(-19.848365, -43.8902639)"
15054,000,5611204.0,2003-04-01,NÃO,"RUA ASTOLFO DUTRA, 953, VERA CRUZ, BELO HORIZONTE, MG, BRASIL",MARIA JOSE DE SOUSA PEREIRA,ESTABELECIMENTO SEM NOME,POINT (615570.21 7798347.31),"(-19.9080409, -43.8968606)","(-19.9077546, -43.8958721)"
15059,000,5611201.0,2003-04-29,SIM,"RUA CONDE DE LINHARES, 725, CORACAO DE JESUS, BELO HORIZONTE, MG, BRASIL",RESTAURANTE E PIZZARIA LANINHO LTDA,ESTABELECIMENTO SEM NOME,POINT (609902.35 7794550.57),"(-19.9435392, -43.9496401)","(-19.9423869, -43.9497878)"
15065,000,5611201.0,2003-05-19,SIM,"AVENIDA CRISTOVAO COLOMBO, 550, SAVASSI, BELO HORIZONTE, MG, BRASIL",PARREIRAS PRATES ALIMENTICIO LTDA,ESTABELECIMENTO SEM NOME,POINT (611239.18 7795312.10),"(-19.9354207, -43.9369552)","(-19.9354303, -43.9370609)"
15073,000,5611201.0,2003-03-11,SIM,"RUA ARAGUARI, 1443, SANTO AGOSTINHO, BELO HORIZONTE, MG, BRASIL",FILIPE & SUEYD REFEICOES E LANCHES LTDA,ABROLHOS,POINT (609727.59 7795766.07),"(-19.9304115, -43.9513723)","(-19.9314144, -43.9515301)"
15355,000,5611201.0,2002-08-05,NÃO,"RUA CARANGOLA, 358, SANTO ANTONIO, BELO HORIZONTE, MG, BRASIL",TANUKI ALIMENTOS LTDA,ESTABELECIMENTO SEM NOME,POINT (610673.04 7794517.92),"(-19.9425929, -43.9424838)","(-19.9426382, -43.9424222)"
15098,000,5611201.0,2003-01-02,SIM,"RUA MANOEL ELIAS DE AGUIAR, 125, OURO PRETO, BELO HORIZONTE, MG, BRASIL",OURO PRETO RECEPCOES E EVENTOS LTDA,LE PETIT EVENTOS,POINT (605803.58 7802077.03),"(-19.8741557, -43.9882869)","(-19.8746098, -43.9893825)"
15109,000,5611201.0,2002-04-22,SIM,"RUA ANTONIO DE ALBUQUERQUE, 395, SAVASSI, BELO HORIZONTE, MG, BRASIL",POINT BAIANO BAR E RESTAURANTE LTDA,ESTABELECIMENTO SEM NOME,POINT (611502.17 7794970.60),"(-19.9395833, -43.9304908)","(-19.9385008, -43.9345276)"
15113,000,5611205.0,2001-07-11,SIM,"RUA RIO DE JANEIRO, 1411, LOURDES, BELO HORIZONTE, MG, BRASIL",BAR DA CACIA LTDA,ESTABELECIMENTO SEM NOME,POINT (610873.38 7796279.18),"(-19.925814, -43.9404836)","(-19.9267134, -43.9406141)"
15124,000,5611201.0,2001-09-14,NÃO,"AVENIDA GETULIO VARGAS, 286, FUNCIONARIOS, BELO HORIZONTE, MG, BRASIL",RESTAURANTE BRISTOL METROPOLITAN LTDA.,ESTABELECIMENTO SEM NOME,POINT (612308.08 7795559.76),"(-19.9331468, -43.9267326)","(-19.9331313, -43.9268636)"
15956,018,5611201.0,2003-04-22,SIM,"AVENIDA AUGUSTO DE LIMA, 744, CENTRO, BELO HORIZONTE, MG, BRASIL",CHOPERIA BOM GRILL LTDA,RESTAURANTE JORGE AMERICANO,POINT (610591.38 7796689.57),"(-19.9225815, -43.9430243)","(-19.9230215, -43.9433329)"
15175,000,5611201.0,2001-09-10,SIM,"RUA AMERICO MARTINS DA COSTA, 431, MINASLANDIA, BELO HORIZONTE, MG, BRASIL",PAULO REIS DE BARROS,ESTABELECIMENTO SEM NOME,POINT (612318.46 7804426.12),"(-19.8526533, -43.9271284)","(-19.8530213, -43.9273041)"
15178,000,5611201.0,2001-07-02,NÃO,"AVENIDA ABILIO MACHADO, 1867, GLORIA, BELO HORIZONTE, MG, BRASIL",RESTAURANTE E LANCHONETE ZANETTI E MARTINS LTDA.,ESTABELECIMENTO SEM NOME,POINT (604199.73 7799117.53),"(-19.9084384, -43.9986218)","(-19.9014364, -44.0045333)"
15179,000,5611204.0,1997-12-09,NÃO,"RUA EXPEDICIONARIO CELSO RACIOPPI, 584, OURO PRETO, BELO HORIZONTE, MG, BRASIL",BAR E LANCHONETE GANGULINO'S LTDA,ESTABELECIMENTO SEM NOME,POINT (606511.64 7803158.03),"(-19.8655341, -43.9831013)","(-19.864804, -43.9826823)"
14834,000,5611205.0,2002-02-20,SIM,"AVENIDA FLEMING, 294, OURO PRETO, BELO HORIZONTE, MG, BRASIL",BAR & BAR LTDA,BAR E BOI,POINT (606094.91 7802429.32),"(-19.8713761, -43.9865191)","(-19.8714109, -43.9866203)"
15987,000,5611201.0,2000-06-15,SIM,"RUA DORES DO INDAIA, 409, SANTA TEREZA, BELO HORIZONTE, MG, BRASIL",ESTACAO PARADA DO CARDOSO PIZZARIA E RESTAURANTE LTDA,ESTABELECIMENTO SEM NOME,POINT (614030.49 7797457.92),"(-19.9158524, -43.9105711)","(-19.915881, -43.9105252)"
15989,000,5611201.0,2002-11-20,SIM,"RUA FERNANDES TOURINHO, 503, SAVASSI, BELO HORIZONTE, MG, BRASIL",BERILO SAVASSI LTDA,ESTABELECIMENTO SEM NOME,POINT (610995.67 7794959.55),"(-19.9387593, -43.9395336)","(-19.9386296, -43.9393662)"
14858,000,5611201.0,1999-06-15,SIM,"RODOVIA BR TREZENTOS E CINQUENTA E SEIS, 3049, BELVEDERE, BELO HORIZONTE, MG, BRASIL",RESTAURANTE TRATTORIA GRILL II LTDA,ESTABELECIMENTO SEM NOME,POINT (610255.56 7790988.27),"(nan, nan)","(-19.974553, -43.9461993)"
15242,000,5611201.0,2002-10-01,SIM,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 28500, JARDIM VITORIA, BELO HORIZONTE, MG, BRASIL",COMERCIAL LINS & GUEDES LTDA,ESTABELECIMENTO SEM NOME,POINT (617700.13 7805790.21),"(-19.8454738, -43.8867563)","(-19.84038, -43.8760005)"
15904,000,5611201.0,2002-05-06,SIM,"AVENIDA AMAZONAS, 717, CENTRO, BELO HORIZONTE, MG, BRASIL",EXPRESSA GULA RESTAURANTE E LANCHONETE LTDA,EXPRESSA GULA,POINT (610815.26 7796941.07),"(-19.9217044, -43.9431091)","(-19.9207364, -43.9412092)"
14910,000,5611204.0,2002-07-05,NÃO,"RUA DOS CAETES, 15, CENTRO, BELO HORIZONTE, MG, BRASIL",BREGUEZ BAR LTDA,ESTABELECIMENTO SEM NOME,POINT (611546.90 7797277.32),"(-19.9175719, -43.9342438)","(-19.9176566, -43.93424)"
16009,000,5611201.0,2002-07-10,SIM,"RUA MATO GROSSO, 960, SANTO AGOSTINHO, BELO HORIZONTE, MG, BRASIL",DUCARMO & FRANCO SELF SERVICE LTDA,DUCARMO SELF SERVICE LTDA,POINT (609990.49 7796300.20),"(-19.9253573, -43.9486157)","(-19.9265736, -43.9490502)"
16013,000,5611204.0,2001-04-01,NÃO,"RUA CAMBE, 681, COQUEIROS, BELO HORIZONTE, MG, BRASIL",DEOCLIDES VIEIRA DE PAULA,ESTABELECIMENTO SEM NOME,POINT (602207.73 7799059.30),"(-19.9016406, -44.0239021)","(-19.902068, -44.0235585)"
15279,000,5611201.0,2002-08-12,SIM,"RUA CLAUDIO MANOEL, 463, SAVASSI, BELO HORIZONTE, MG, BRASIL",TEIXEIRA MENDES REFEICOES E LANCHES LTDA,GRAOS DA TERRA,POINT (612017.99 7795413.00),"(-19.9334519, -43.9334767)","(-19.934474, -43.9296262)"
15837,000,5611201.0,2001-03-06,NÃO,"RUA CAXAMBU, 37, LAGOINHA, BELO HORIZONTE, MG, BRASIL",DODORA RESTAURANTE E LANCHONETE LTDA,ESTABELECIMENTO SEM NOME,POINT (610392.15 7798559.90),"(-19.9057636, -43.9455982)","(-19.9061339, -43.9453483)"
14945,000,5611201.0,1994-07-01,NÃO,"RUA COBRE, 200, CRUZEIRO, BELO HORIZONTE, MG, BRASIL",EMERSON NOGUEIRA MENDES,ALIMENDES,POINT (612521.53 7794380.63),"(-19.9435634, -43.925382)","(-19.9437726, -43.9247522)"
15313,000,5611204.0,2000-12-21,SIM,"RUA ALCIDES LOBO, 45, JOAO PINHEIRO, BELO HORIZONTE, MG, BRASIL",BAR TRADICAO DO PEIXE LTDA,ESTABELECIMENTO SEM NOME,POINT (605277.54 7795985.45),"(-19.9308719, -43.9950081)","(-19.929678, -43.9940588)"
15342,000,5611201.0,2001-04-09,NÃO,"RUA PADRE TIAGO DE ALMEIDA, 311, CAMARGOS, BELO HORIZONTE, MG, BRASIL",ELIZABETE PEREIRA DA SILVA - CPF 796.721.086-72,ESTABELECIMENTO SEM NOME,POINT (602244.75 7794948.77),"(-19.9395228, -44.0211789)","(-19.9392065, -44.0229767)"
15851,000,5611201.0,2003-08-11,NÃO,"AVENIDA AGGEO PIO SOBRINHO, 420, BURITIS, BELO HORIZONTE, MG, BRASIL",ORGANIZACAO BAETA E MARIANI LTDA,PIZZA-CREK,POINT (606994.43 7790785.78),"(-19.9766183, -43.9773049)","(-19.9765649, -43.977353)"
15940,000,5611201.0,2003-03-28,SIM,"RUA SENADOR LIMA GUIMARAES, 531, OLHOS D'AGUA, BELO HORIZONTE, MG, BRASIL",RESTAURANTE PAZZANESE E ELIAS LTDA,RESTAURANTE MESA DE MINAS,POINT (608910.67 7791335.10),"(nan, nan)","(-19.9714952, -43.9590725)"
14699,000,5611201.0,2001-04-20,SIM,"AVENIDA OLEGARIO MACIEL, 283, CENTRO, BELO HORIZONTE, MG, BRASIL",CAFETERIA E LANCHONETE MINEIRO LTDA,BANQUETE MINEIRO,POINT (610582.82 7797333.08),"(-19.9160485, -43.9433801)","(-19.9172077, -43.9434533)"
15031,000,5611201.0,1999-11-08,SIM,"AVENIDA DO CONTORNO, 1468, FLORESTA, BELO HORIZONTE, MG, BRASIL",SALADA E CIA SELF SERVICE LTDA,BONECA DE LILI,POINT (612018.16 7797723.51),"(-19.9137867, -43.9318002)","(-19.9135981, -43.9297651)"
13382,000,5611201.0,2002-07-24,SIM,"RUA PARU, 1067, NOVA FLORESTA, BELO HORIZONTE, MG, BRASIL",EM 2 BAR E RESTAURANTE LTDA,ESTABELECIMENTO SEM NOME,POINT (611453.53 7800389.59),"(-19.8939498, -43.936075)","(-19.8895419, -43.9353201)"
13394,000,5611204.0,1999-06-01,NÃO,"AVENIDA BARAO HOMEM DE MELO, 4317, ESTORIL, BELO HORIZONTE, MG, BRASIL",JACKIE TEQUILA BAR E RESTAURANTE LTDA,ESTABELECIMENTO SEM NOME,POINT (609365.89 7791915.07),"(-19.9650226, -43.9610224)","(-19.9662294, -43.9547567)"
13717,000,5611204.0,2002-02-01,SIM,"RUA DA BAHIA, 2652, LOURDES, BELO HORIZONTE, MG, BRASIL",EDDIE LTDA,EDDIE FINE BURGUERS,POINT (610802.65 7795004.56),"(-19.9382063, -43.9411433)","(-19.9382339, -43.9412131)"
13777,000,5611201.0,2001-09-01,SIM,"RUA BERNARDO GUIMARAES, 2394, SANTO AGOSTINHO, BELO HORIZONTE, MG, BRASIL",CARNES E SALADAS DIAMOND MALL LTDA,ESTABELECIMENTO SEM NOME,POINT (610183.92 7796188.28),"(-19.9274866, -43.9471836)","(-19.9275739, -43.9471956)"
14472,000,5611201.0,2001-09-11,SIM,"RUA SAPUCAI, 429, FLORESTA, BELO HORIZONTE, MG, BRASIL",DELLICIAS DA VILLA LTDA,ESTABELECIMENTO SEM NOME,POINT (611724.19 7797294.49),"(-19.9162434, -43.9322717)","(-19.9174913, -43.9325473)"
13456,000,5611201.0,2002-08-06,SIM,"AVENIDA OLEGARIO MACIEL, 1600, SANTO AGOSTINHO, BELO HORIZONTE, MG, BRASIL",SP BELO HORIZONTE- 2002 BAR E RESTAURANTE LTDA,ESTABELECIMENTO SEM NOME,POINT (610222.34 7796116.66),"(-19.9281198, -43.9473471)","(-19.9282188, -43.9468242)"
13476,000,5611204.0,2000-12-11,NÃO,"RUA JUNO, 365, GLORIA, BELO HORIZONTE, MG, BRASIL",MARIA DAS GRACAS TAVARES MALTA,ESTABELECIMENTO SEM NOME,POINT (604277.26 7797970.59),"(-19.9094266, -44.0027888)","(-19.9117953, -44.0037279)"
13496,000,5611201.0,2001-03-19,SIM,"RUA TOMAZ GONZAGA, 593, LOURDES, BELO HORIZONTE, MG, BRASIL",DARTA LTDA,D'ARTAGNAN,POINT (610447.79 7795685.22),"(-19.9324514, -43.9430078)","(-19.9321042, -43.9446444)"
13823,000,5611201.0,2015-06-02,SIM,"RUA ALVARENGA PEIXOTO, 1207, SANTO AGOSTINHO, BELO HORIZONTE, MG, BRASIL",NATUREBA PRODUTOS ALIMENTICIOS LTDA.,ALVARENGA GLUTEN FREE,POINT (609822.00 7795995.66),"(-19.9288279, -43.9523286)","(-19.9293347, -43.9506418)"
14187,000,5611201.0,2002-10-15,SIM,"PRAÇA DAS CONSTELACOES, 143, SANTA LUCIA, BELO HORIZONTE, MG, BRASIL",CYBUS COMERCIO LTDA,BELLA VENEZIA,POINT (610235.07 7792457.02),"(-19.9615408, -43.9462266)","(-19.9612837, -43.9464833)"
14191,000,5611201.0,2001-12-14,SIM,"RUA DOS CANOEIROS, 261, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",EDSON QUINTINO ALVES,ESTABELECIMENTO SEM NOME,POINT (607122.85 7807164.17),"(-19.8292634, -43.9770421)","(-19.8285735, -43.9770771)"
13504,000,5611204.0,2001-10-18,NÃO,"AVENIDA DOM JOAO VI, 1601, PALMEIRAS, BELO HORIZONTE, MG, BRASIL",LUIZ CARLOS DA SILVA - BAR,ESTABELECIMENTO SEM NOME,POINT (606712.01 7791492.74),"(-19.9709786, -43.9794685)","(-19.9701929, -43.9800931)"
14499,000,5611201.0,2001-05-11,SIM,"RUA ANORI, 5, SAO GABRIEL, BELO HORIZONTE, MG, BRASIL",GLAUCIA SOUZA FRANCO,RESTAURANTE LILEGAL,POINT (613368.00 7804173.93),"(-19.8541789, -43.9165837)","(-19.8552393, -43.9172664)"
13889,000,5611204.0,2002-10-23,SIM,"RUA MONTES CLAROS, 1112, ANCHIETA, BELO HORIZONTE, MG, BRASIL",ITAPEMA COMERCIAL LTDA,BOTEQUIM ROLA PAPO,POINT (612373.04 7793886.40),"(-19.9458689, -43.9287526)","(-19.9482466, -43.9261407)"
13896,000,5611201.0,2002-02-01,SIM,"AVENIDA LUIZ PAULO FRANCO, 420, BELVEDERE, BELO HORIZONTE, MG, BRASIL",RTM REFEICOES LTDA,ESTABELECIMENTO SEM NOME,POINT (610744.08 7790994.41),"(-19.972979, -43.9373734)","(-19.9744697, -43.9415311)"
14629,000,5611201.0,2001-04-05,SIM,"RUA DO URUGUAI, 719, SION, BELO HORIZONTE, MG, BRASIL",SION ALIMENTACAO LTDA,ESTABELECIMENTO SEM NOME,POINT (611843.18 7793438.98),"(-19.9524107, -43.9313009)","(-19.9523197, -43.9311763)"
14280,000,5611201.0,2001-11-22,NÃO,"AVENIDA GETULIO VARGAS, 823, SAVASSI, BELO HORIZONTE, MG, BRASIL",ORGANIZACAO BERSAN PEREIRA LTDA,ESTABELECIMENTO SEM NOME,POINT (611862.04 7795259.60),"(-19.9358885, -43.9310989)","(-19.935869, -43.9311068)"
14510,000,5611204.0,2002-06-20,NÃO,"RUA MALVA ROSA, 185, JULIANA, BELO HORIZONTE, MG, BRASIL",MARIA DAS GRACAS MOREIRA,ESTABELECIMENTO SEM NOME,POINT (610930.10 7809012.43),"(-19.8116722, -43.9408124)","(-19.8116619, -43.9408366)"
13600,000,5611201.0,2002-01-15,SIM,"AVENIDA LUIZ PAULO FRANCO, 721, BELVEDERE, BELO HORIZONTE, MG, BRASIL",GRACILIANO PAES LTDA,ESTABELECIMENTO SEM NOME,POINT (610626.95 7790931.97),"(-19.972979, -43.9373734)","(-19.9750405, -43.9426467)"
14297,000,5611204.0,2001-02-01,NÃO,"AVENIDA JEQUITINHONHA, 860, ALTO VERA CRUZ, BELO HORIZONTE, MG, BRASIL",BYE BAR BRASIL LTDA,ESTABELECIMENTO SEM NOME,POINT (615844.56 7797687.02),"(-19.9159715, -43.8921433)","(-19.9137041, -43.8932099)"
14569,000,5611201.0,2003-04-01,SIM,"RUA CURITIBA, 2069, LOURDES, BELO HORIZONTE, MG, BRASIL",BOI LOURDES COMERCIO LTDA,ESTABELECIMENTO SEM NOME,POINT (610463.76 7795821.41),"(-19.9301761, -43.9444828)","(-19.9308728, -43.9445)"
13629,000,5611201.0,2000-07-01,SIM,"RUA MARCOS ANTONIO CAVANIS, 60, BRAUNAS, BELO HORIZONTE, MG, BRASIL",GUERRA ALIMENTACAO LTDA,ESTABELECIMENTO SEM NOME,POINT (604050.77 7804793.32),"(-19.8467513, -44.0076906)","(-19.850161, -44.006276)"
14341,000,5611201.0,2003-01-10,SIM,"RUA DOS GOITACAZES, 376, CENTRO, BELO HORIZONTE, MG, BRASIL",RESTAURANTE KEROBIS LTDA,COZINHA MINEIRA,POINT (610883.37 7796748.70),"(-19.9226105, -43.940276)","(-19.9224707, -43.9405469)"
13328,000,5611201.0,2002-06-20,SIM,"AVENIDA CARANDAI, 840, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",ALANE & CARVALHO COMERCIO LTDA,DONNA MARGHERITA,POINT (611957.93 7796181.59),"(-19.9274923, -43.9301419)","(-19.9275331, -43.9302467)"
13996,000,5611201.0,2002-02-27,SIM,"RUA CAMPOS SALES, 380, CALAFATE, BELO HORIZONTE, MG, BRASIL",CALIVAIS COMERCIAL LTDA,JAO BAR,POINT (607107.91 7796244.18),"(-19.9274167, -43.9771468)","(-19.9272405, -43.9765865)"
13677,000,5611201.0,1992-05-08,SIM,"AVENIDA AFONSO PENA, 3745, SERRA, BELO HORIZONTE, MG, BRASIL",SORITAL COMERCIO DE ALIMENTOS LTDA,ESTABELECIMENTO SEM NOME,POINT (612650.81 7794454.72),"(-19.9414121, -43.9246756)","(-19.9430957, -43.9235215)"
13709,000,5611201.0,2002-08-01,SIM,"RUA DOS HANGARES, 11, AEROPORTO, BELO HORIZONTE, MG, BRASIL",ENSA SERVICOS DE ALIMENTACAO LTDA,HANGAR GOURMET,POINT (608687.21 7805366.98),"(nan, nan)","(-19.8447256, -43.9620353)"
207908,000,5611204.0,2019-02-08,NÃO,"RUA PROFESSORA GABRIELA VARELA, 211, FLORAMAR, BELO HORIZONTE, MG, BRASIL",MARIO VIEIRA LEITE 00186194609,ESTABELECIMENTO SEM NOME,POINT (612002.83 7806494.43),"(-19.8288016, -43.9322124)","(-19.8343517, -43.9304433)"
203371,000,5611205.0,2018-12-19,NÃO,"RUA ANA HILBERT, 11, SANTA HELENA, BELO HORIZONTE, MG, BRASIL",WAMBERTO APARECIDO COSTA 41973267691,ESTABELECIMENTO SEM NOME,POINT (603508.75 7790122.21),"(-19.9827692, -44.0112251)","(-19.9827495, -44.0106277)"
205000,000,5611201.0,2019-01-14,NÃO,"AVENIDA FLAVIO DOS SANTOS, 335, FLORESTA, BELO HORIZONTE, MG, BRASIL",GUILHERME DRUMMOND DE ALMEIDA 11311678646,DRUMMOND PIZZA,POINT (612467.25 7797708.05),"(-19.9120052, -43.9249084)","(-19.9137119, -43.925474)"
205968,000,5611204.0,2019-01-22,NÃO,"RUA ALOISIO DE AZEVEDO, 59, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",MARLI DE FATIMA PEREIRA SILVA 88401049687,TONINHO'S BAR E MERCEARIA,POINT (607310.25 7808087.50),"(nan, nan)","(-19.8202206, -43.9753413)"
206295,000,5611201.0,2019-01-24,SIM,"RUA DO LEBLON, 8, URCA, BELO HORIZONTE, MG, BRASIL",18.907.326 RAQUEL DIAS FAGUNDES,ESTABELECIMENTO SEM NOME,POINT (603136.16 7802573.38),"(-19.8710626, -44.016332)","(-19.8702677, -44.0148861)"
78157,000,5611201.0,2013-07-05,NÃO,"RUA DOM VICOSO, 368, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",ANA LUISA MARZANO DOLABELLA 03280678650,ESTABELECIMENTO SEM NOME,POINT (607428.97 7797090.47),"(-19.9224975, -43.9735965)","(-19.9195763, -43.9735685)"
78159,000,5611204.0,2013-07-05,NÃO,"AVENIDA BRIGADEIRO EDUARDO GOMES, 660, DOM BOSCO, BELO HORIZONTE, MG, BRASIL",LUIZ JOVITO DO SANTOS LANCHONETE,SANDUBAO LANCHES,POINT (604434.78 7798282.98),"(-19.9077812, -44.0028738)","(-19.9089643, -44.0022408)"
79078,000,5611204.0,2013-08-01,NÃO,"RUA ANTONIO MARIANO DE ABREU, 495, PAULO VI, BELO HORIZONTE, MG, BRASIL",SALVADOR FRANCISCO DOS SANTOS 04940186822,ESTABELECIMENTO SEM NOME,POINT (615754.85 7805635.78),"(-19.8366663, -43.8913388)","(-19.8418914, -43.8945651)"
78508,000,5611201.0,2013-07-16,SIM,"RUA DOS OTONI, 710, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",DANIEL ARAUJO FREITAS,POMAR DO ACAI RESTAURANTE E LANCHONETE,POINT (612302.98 7796371.84),"(-19.9264845, -43.9245162)","(-19.9257943, -43.9269618)"
79087,000,5611201.0,2013-08-02,SIM,"RUA DOUTOR CRISTIANO REZENDE, 2650, ARAGUAIA, BELO HORIZONTE, MG, BRASIL",RESTAURANTE FL LTDA,RESTAURANTE SABOR DE MINAS,POINT (604781.43 7789319.92),"(-19.9931948, -44.0011274)","(-19.9899301, -43.9984186)"
78517,000,5611201.0,2013-07-16,NÃO,"RUA DO MARINHOS, 58, NOVA SUISSA, BELO HORIZONTE, MG, BRASIL",MARIA DE FATIMA PEREIRA COUTO 76197336634,ESTABELECIMENTO SEM NOME,POINT (607547.85 7796208.08),"(nan, nan)","(-19.9275424, -43.9723812)"
78529,000,5611201.0,2013-07-16,SIM,"AVENIDA CRISTIANO MACHADO, 1950, CIDADE NOVA, BELO HORIZONTE, MG, BRASIL",UM TREM NA CHAPA RESTAURANTE LTDA,UM TREM NA CHAPA,POINT (612160.77 7800283.54),"(-19.8903695, -43.9282191)","(-19.8904595, -43.9285584)"
78530,000,5611201.0,2015-11-10,SIM,"AVENIDA CRISTIANO MACHADO, 1950, CIDADE NOVA, BELO HORIZONTE, MG, BRASIL",UM TREM NA CHAPA RESTAURANTE LTDA,UM TREM NA CHAPA,POINT (612160.77 7800283.54),"(-19.8903695, -43.9282191)","(-19.8904595, -43.9285584)"
78200,000,5611204.0,2013-07-08,NÃO,"RUA SERVIDAO UM, 45, VALE DO JATOBA, BELO HORIZONTE, MG, BRASIL",18.443.654 MARINA DANIELE DUQUE ANDRADE,ESTABELECIMENTO SEM NOME,POINT (600147.32 7787666.12),"(nan, nan)","(-20.0051176, -44.0426199)"
78784,000,5611201.0,2013-07-24,SIM,"AVENIDA ANTONIO ABRAHAO CARAM, 900, SAO JOSE, BELO HORIZONTE, MG, BRASIL",FARROUPILHA STEAK HOUSE LTDA,ESTABELECIMENTO SEM NOME,POINT (607875.69 7803403.17),"(-19.8592465, -43.9597389)","(-19.8625143, -43.9696698)"
78788,000,5611201.0,2013-07-24,NÃO,"RUA ITAJUBA, 913, FLORESTA, BELO HORIZONTE, MG, BRASIL",A P DOS SANTOS,RESTAURANTE MANGUEIRA,POINT (612110.97 7798282.39),"(-19.915091, -43.9306323)","(-19.9085432, -43.9289125)"
79109,000,5611201.0,2013-08-02,NÃO,"RUA JULIO RODRIGUES DE MIRANDA, 140, CONFISCO, BELO HORIZONTE, MG, BRASIL",MARIA DOS ANJOS OLIVEIRA 81400721687,ESTABELECIMENTO SEM NOME,POINT (602487.21 7803065.20),"(nan, nan)","(-19.8658581, -44.0211112)"
78551,000,5611204.0,2013-07-17,NÃO,"RUA FERREIRA, 362, EYMARD, BELO HORIZONTE, MG, BRASIL",LUIZ EUSTAQUIO DA SILVA 61128368668,ESTABELECIMENTO SEM NOME,POINT (613661.32 7803687.16),"(-19.8625679, -43.915303)","(-19.8596204, -43.9144354)"
78213,000,5611205.0,2013-07-08,SIM,"RUA DEPUTADO CLAUDIO PINHEIRO DE LIMA, 390, GLORIA, BELO HORIZONTE, MG, BRASIL",GLAUCIA M DE FREITAS,BAR DO MANOEL,POINT (604214.11 7798347.58),"(-19.9051342, -44.0068782)","(-19.9083924, -44.0043525)"
78599,000,5611201.0,2013-07-18,SIM,"RUA PONTA GROSSA, 36, ARAGUAIA, BELO HORIZONTE, MG, BRASIL",18.511.566 JOSE MAURICIO BEBIANO,ESTABELECIMENTO SEM NOME,POINT (604858.39 7789426.62),"(-19.9857725, -43.9983065)","(-19.9889619, -43.9976891)"
